nr;sourcefile;label;cfg_model;cfg_temperature;cfg_top_p;cfg_f_penalty;cfg_p_penalty;run_timestamp;run_duration_sec;result_status;result_file;result_length;total_duration_sec;total_iterations;total_prompt_tokens;total_completion_tokens;total_tokens;total_prompt_chars;total_completion_chars;total_chars;score_result_length;score_result_facts;grade;true_facts;false_facts
1;summarize-sourcefile_a.wf.md;CLOUD;gpt-4o-mini;0.7;1.0;0.0;0.0;2025-04-10 08:48:24;13.880473;SUCCESS;1_gpt-4o-mini.md;1317;5.451661799997964;3;802;288;1090;3630;1317;4947;97.5;64.28571428571429;85;
2;summarize-sourcefile_a.wf.md;CLOUD;gpt-4-turbo;0.7;1.0;0.0;0.0;2025-04-10 08:48:38;12.242604;SUCCESS;2_gpt-4-turbo.md;1778;10.945396499999333;3;766;359;1125;3630;1778;5408;69.0;57.14285714285715;80;
3;summarize-sourcefile_a.wf.md;CLOUD;gpt-3.5-turbo;0.7;1.0;0.0;0.0;2025-04-10 08:48:51;3.697472;SUCCESS;3_gpt-3.5-turbo.md;1113;2.443865699999151;3;766;228;994;3630;1113;4743;87.0;64.28571428571429;85;
4;summarize-sourcefile_a.wf.md;CLOUD;o3-mini;0.7;1.0;0.0;0.0;2025-04-10 08:48:54;10.156606;SUCCESS;4_o3-mini.md;1259;8.824601799999073;2;693;788;1481;3630;1259;4889;98.0;57.14285714285715;85;
5;summarize-sourcefile_a.wf.md;CLOUD;o1-mini;0.7;1.0;0.0;0.0;2025-04-10 08:49:05;6.000793;SUCCESS;5_o1-mini.md;2312;4.780072699999437;2;728;615;1343;3630;2312;5942;51.5;71.42857142857143;85;
6;summarize-sourcefile_a.wf.md;CLOUD;gemini-2.0-flash-lite;0.7;1.0;0.0;0.0;2025-04-10 08:49:11;3.577411;SUCCESS;6_gemini-2.0-flash-lite.md;1141;2.129466800004593;3;;;;3630;1141;4771;80.5;71.42857142857143;75;
7;summarize-sourcefile_a.wf.md;CLOUD;gemini-1.5-flash;0.7;1.0;0.0;0.0;2025-04-10 08:49:14;3.244912;SUCCESS;7_gemini-1.5-flash.md;1321;2.3649072000043816;3;;;;3630;1321;4951;92.5;71.42857142857143;75;
8;summarize-sourcefile_a.wf.md;CLOUD;claude-3-5-haiku-latest;0.7;1.0;0.0;0.0;2025-04-10 08:49:17;7.973383;SUCCESS;8_claude-3-5-haiku-latest.md;1180;6.779867600002035;3;;;;3630;1180;4810;86.5;57.14285714285715;77;
9;summarize-sourcefile_a.wf.md;CLOUD;claude-3-opus-latest;0.7;1.0;0.0;0.0;2025-04-10 08:49:25;12.005528;SUCCESS;9_claude-3-opus-latest.md;1223;10.822927300003357;3;;;;3630;1223;4853;97.0;71.42857142857143;85;
10;summarize-sourcefile_a.wf.md;CLOUD;claude-3-haiku-20240307;0.7;1.0;0.0;0.0;2025-04-10 08:49:37;4.445485;SUCCESS;10_claude-3-haiku-20240307.md;1255;3.1889377999978024;3;;;;3630;1255;4885;97.0;71.42857142857143;80;
